x,y,z,label
10.355547,-24.845238,-4.0155888,Véhicules particuliers
-9.2261305,11.499301,-10.394552,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation - Accueil et promotion touristique"
5.586266,5.787595,-15.037039,Internet et Multimédia
-18.655731,-19.808113,-0.837964,Transport et Logistique - Organisation de la circulation des marchandises
1.4558027,-10.114101,-9.332187,"Réalisation de tests, essais, expérimentations ( Analyses - mesures )"
2.2862558,18.479849,-3.2882092,Puériculture
17.50668,-3.4312224,-4.470021,"Revêtements textiles (tapis de sols et moquettes en aiguilleté, ...)"
2.9653468,-3.208667,22.130714,Artillerie
-3.9006407,-3.0207303,-18.600601,Archivage et référencement de documents et d'informations ( Information - documentation - communication )
1.4441607,-17.332705,16.926903,"Installation et Maintenance - Equipements de production, équipements collectifs"
4.086844,-14.025674,1.5674113,Bâtiment industriel
16.995338,-13.039451,-10.618109,Programmation et réglages de machines et d'équipements industriels ( Production industrielle )
-4.9712453,-3.5112648,21.21383,Gendarmerie Nationale
3.2846901,6.6787076,4.0673175,"Lait, produits laitiers"
-5.0294,-12.255935,2.2525902,Contrôle et mise en forme de contenus ( Ecriture et édition )
14.540254,0.4284773,14.349662,"Tannerie, mégisserie"
17.580757,2.8527088,-5.9279876,"Teinture textiles, cuirs et peaux ( Fabrication et transformation d'éléments )"
6.609454,4.541546,5.459537,Industrie - Préparation et conditionnement
-9.85972,13.828524,-14.130751,Tourisme ( Tourisme et loisirs )
17.267391,-13.691337,-8.768818,"Fonctionnement des matériels, machines ou systèmes"
-9.6306505,-21.491987,-1.6496942,Exploitation ferroviaire ( Transport )
-9.149331,8.300844,26.136698,Chimie
-9.078275,10.144783,14.069582,Services funéraires et soins mortuaires ( Services funéraires et soins mortuaires )
15.193397,-0.11135488,6.559716,Fabrication de jouets en bois
-2.9238193,-2.4696457,-15.222097,Diffusion de l'information ( Information - documentation - communication )
1.0823642,-16.357962,0.50695306,"Construction, Bâtiment et Travaux publics"
3.2482264,-4.158265,2.0544791,Nanoélectronique
4.80819,-13.945054,14.855851,Constructeur de matériel informatique
-1.8569585,17.096346,10.176003,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux - Production"
-16.368032,5.387343,4.6015964,Réinsertion sociale ( Intervention sociale )
4.3719172,8.483331,6.8117247,Techniques de production alimentaire ( Agroalimentaire et métiers de bouche )
9.858811,-0.6251259,1.7098899,"Papiers à usage graphique (papier journal, papier d'écriture, ...)"
15.531582,-10.701429,0.48480457,Maçonnerie - béton ( BTP - construction - aménagement )
-8.597008,3.1211743,22.65667,Armée de Terre
17.96814,-11.275449,10.046724,"Chaudronnerie, tuyauterie"
8.22107,0.81191915,10.030133,Procédés et traitements thermiques ( Energétique - thermique )
15.065441,-0.9967653,2.9735658,Fabrication et transformation d'éléments
6.2001424,9.023554,-4.955431,Electroménager
8.52302,-25.739782,-2.834133,Dépannage sur route
8.871291,-20.806187,-14.910771,Dessin technique ( Design et dessin technique )
5.650872,19.697596,-13.415373,Soins esthétiques et corporels
0.2880009,-13.146747,15.275391,Entretien - maintenance aéronautique ( Maintenance - entretien technique )
-18.261742,1.1451833,-6.177517,Spécifités du droit ( Droit - juridique - notariat )
24.198362,7.256218,-2.8208067,Naturalisation - taxidermie ( Métiers d'art )
26.035526,4.7375593,-1.8051604,Arts et Façonnage d'ouvrages d'art - Céramique
-18.47396,-19.05649,0.043685924,"Transport et Logistique - Magasinage, manutention des charges et déménagement"
17.255487,-6.8769937,-12.942484,Edition
-0.2748371,14.51759,-15.29557,Danse ( Spectacle et audiovisuel )
-19.725956,-20.694563,0.39782953,Douanes
-17.55409,16.303844,-1.9585729,Orientation professionnelle ( Enseignement - formation - orientation )
4.5957036,8.201533,-3.3058755,"Commerce, Vente et Grande distribution - Commerce alimentaire et métiers de bouche"
7.452422,-9.945451,16.127441,Intervention sur matériel électrique ou électronique ( Electricité - électronique - génie mécanique )
1.9300104,9.76761,12.30007,Nettoyage - entretien de matériels et d'installations ( Nettoyage - entretien )
9.600232,5.0327654,5.0680137,"Conditionnement, emballage"
13.934467,-5.4314003,1.1812218,Fabrication de chalets et de maisons à ossature bois
2.9976847,0.31767035,0.031689312,Industrie - Affaires et support technique client
-4.6521206,0.2516247,-7.0604324,Coordination de partenariats
20.61801,-0.28175545,7.223256,Transformation industrielle du verre ( Fabrication et transformation d'éléments )
0.88465065,-14.201233,14.135338,Maintenance - entretien technique
11.636545,0.56397325,0.30481273,Effets spéciaux ( Spectacle et audiovisuel )
27.2378,-0.9147764,-11.777348,Maroquinerie
16.308159,-5.673881,0.07943055,Plâtre
-18.929955,-3.3209696,4.3835564,Méthodes d'analyse et de quantification ( Analyses - mesures )
-1.8812673,18.20823,10.447928,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux - Etudes et assistance technique"
2.1119683,4.2009363,-7.5243945,Vente ( Achat - vente )
-2.9809182,-5.972814,-12.675418,Applications mobiles
-9.7092495,-2.8992686,4.2478275,Gestion de production ( Production industrielle )
3.1526263,9.645407,8.012779,Techniques agricoles ( Agriculture - sylviculture - pêche )
6.601482,18.39191,-21.186996,Audiovisuel
0.26109767,-6.8485675,-16.892693,Utilisation et paramétrage de logiciels - progiciels ( Informatique - numérique )
-3.6501265,7.869087,4.631787,Service en salle ( Cuisine - restauration )
3.8376255,-14.75567,14.547335,Assistance technique et maintenance informatique ( Informatique - numérique )
26.21399,-0.52771664,2.4326384,Verrerie ( Métiers d'art )
-21.59024,5.472796,6.42822,Gestion des risques ( Prévention et gestion des risques )
7.8333187,-26.072474,-2.405938,Conduite sur route ( Transport )
1.7640506,7.321774,-5.7380943,Merchandising ( Achat - vente )
-6.512016,11.912813,-8.641504,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation - Gestion et direction"
18.716715,-9.711968,-8.981964,Moulinage
2.924818,5.8605943,3.0788763,Produits à base de céréales
-17.254128,-3.3431854,1.954321,Diagnostic et analyse d'un besoin
-2.4169564,14.454657,-13.23082,Sport et loisirs
-15.489795,-8.97095,-8.606442,Contrats d'assurance ( Banque - assurance - finance - fiscalité )
10.361261,4.0686193,4.651159,Fabrication d'emballages
0.600537,9.471608,16.338533,Linge de maison
16.55774,-0.44502643,-16.813335,Accessoires de mode
22.036003,12.478407,4.3698955,"Bijouterie, joaillerie"
-3.606125,16.032843,-12.256832,Œnologie ( Agriculture - sylviculture - pêche )
-12.831745,5.976463,20.228975,Support à l'entreprise - Ressources humaines
0.86352134,-13.363692,-27.450981,Réalisation d'impression ou de reprographie ( Impression - prépresse - reprographie )
-3.1791198,27.095602,-2.2972925,Surveillance du territoire
-15.966422,-22.585014,0.78376776,Transport de marchandises ( Transport )
-9.500182,-1.4223725,5.1619844,Ingénierie de production ( Production industrielle )
-11.066518,-1.9212046,-3.030062,Tenue de caisse ( Achat - vente )
-4.338888,-7.9538035,-14.390303,Radio
27.757929,-0.5073631,-11.3851,Maroquinerie - sellerie ( Métiers d'art )
2.1201658,-13.020845,-28.079618,Reprographie
5.41185,5.3290095,-22.331335,Imprimerie de presse
-1.6021469,-0.37981337,-17.32776,Journalisme ( Information - documentation - communication )
-0.080590874,-14.843145,-1.2017113,Travaux publics
-10.245811,0.3771988,6.6888833,Evaluation - certification de formation ( Enseignement - formation - orientation )
6.234411,18.249842,-14.645465,Coiffure ( Soins esthétiques et corporels )
-12.893924,-7.79225,-8.471615,"Banque, Assurance, Immobilier - Gestion administrative banque et assurances"
-3.0863814,7.5871453,3.2627468,Services
-11.597359,-9.622582,-8.270913,"Banque, Assurance, Immobilier - Immobilier"
26.79129,8.867907,-1.9348627,Théatre et cirque ( Spectacle et audiovisuel )
-17.316467,18.407839,-2.4677098,Enseignement et coaching sportif ( Sport )
17.063585,6.6532645,9.699684,Blanchisserie industrielle
-8.64905,0.8634612,6.1685405,Domaines de formation ( Enseignement - formation - orientation )
12.521775,-3.5032969,22.826815,"Optique, optronique"
-14.025122,-7.0968065,0.10586372,Réaliser
-15.664814,17.96823,-2.9366343,Education / Enseignement
27.560736,1.3165288,-0.52581275,Orfèvrerie
13.1226225,-3.5809872,11.893822,"Industrie - Mécanique, travail des métaux et outillage"
2.8450906,-17.193655,2.281727,BTP - construction - aménagement
-6.5345373,19.491531,-9.975231,Restauration d'objets ( Métiers d'art )
-4.848147,-4.6879535,9.331515,"Sécurité, hygiène, environnement"
-4.429932,27.610949,-2.4783697,Protection - surveillance - sécurité
16.88197,-1.8225192,-8.943866,Cordonnerie ( Métiers d'art )
-9.821657,16.183172,9.328088,Santé - Soins paramédicaux
-0.8515641,-23.34074,-4.0406384,Extraction
-9.280347,-9.936406,-4.873288,Gestion d'immeuble (Immobilier)
6.7672873,12.212662,3.5410695,Réalisations alimentaires ( Agroalimentaire et métiers de bouche )
8.995255,-10.676204,20.558123,Electricité ( Electricité - électronique - génie mécanique )
3.2300267,6.959443,-2.6686594,Coutellerie
-15.139871,-3.9468088,-0.610211,Comptabilité - contrôle de gestion - audit
6.9177322,13.18405,3.6483185,Préparations alimentaires ( Agroalimentaire et métiers de bouche )
-11.236293,3.7487998,-4.2414446,Gestion d'établissement de jeux ( Tourisme et loisirs )
-11.997771,-3.757597,4.18248,Gestion des stocks et inventaires ( Logistique )
-8.871943,12.204592,-9.465259,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation - Accueil en hôtellerie"
16.495323,-0.90580535,9.917673,Industrie - Bois
7.3464184,11.73197,4.33714,Alimentaire
-12.913517,3.7820768,7.486642,Administration / Services de l'Etat
-16.490936,17.736734,-0.24359246,Ostéopathie ( Santé - médecine - pharmacie )
-8.963921,-3.9981396,1.6874363,Gestion de biens (Immobilier)
6.224387,26.557756,8.39361,Pêche côtière
-4.6244307,-0.680503,-5.965201,Organisation - coordination des services à la personne ( Services à la personne )
0.93374056,-15.4436865,0.054622155,Bâtiment et Travaux Publics -BTP-
1.924128,-11.561342,-25.73433,Prépresse
-7.606575,8.658912,-19.958628,Pratique sportive ( Sport )
19.93766,-5.3365827,-13.002416,Industrie - Cuir et textile
5.7889094,2.4474661,16.199116,Industrie - Papier et carton
-16.57212,14.234823,14.006821,Rééducation - kinésithérapie ( Santé - médecine - pharmacie )
10.576399,8.317432,9.529718,Froid et conditionnement d'air
5.340646,-6.464922,19.537596,Génie civil
1.0286127,-11.243899,-14.56756,Création numérique ( Informatique - numérique )
0.30774322,15.718207,8.047027,Récolte ( Agriculture - sylviculture - pêche )
-0.4043139,-2.4977734,-15.609905,Représentation d'une information visuelle
-9.261017,-3.751876,0.05584631,Management et gestion d'entreprise
4.6976824,0.78542763,0.07250736,"Monnaie, titre et poinçon"
15.586835,0.30982265,12.724401,Scierie
-8.25181,12.556112,-12.1334715,Tourisme et loisirs
10.517059,-15.275871,7.4802594,Plomberie ( BTP - construction - aménagement )
-6.8871064,10.852422,-6.561868,Gestion hôtelière ( Hôtellerie )
6.8503494,14.174694,3.4700322,Préparations et réalisations culinaires ( Cuisine - restauration )
-4.040412,-2.5428548,-18.851662,Rédaction de documents ( Ecriture et édition )
-2.748377,7.7985578,12.280134,"Propreté, nettoyage"
3.2804315,9.099969,9.273968,Techniques
15.456137,0.41218472,15.502603,Bonneterie
17.8457,-4.154987,-9.039623,Ennoblissement textile
-3.548744,7.4811645,9.642457,Vaisselle
-1.8099288,-1.2701101,-5.2471066,Projection audiovisuellle ( Spectacle et audiovisuel )
-7.021946,-0.15509103,16.544247,Arme Blindée
-2.2566645,2.877184,-10.725439,Stratégie marketing ( Achat - vente )
-16.313257,6.939,3.357642,Accompagnement et suivi social ( Intervention sociale )
20.374239,-6.9130807,-12.558447,Confection textile
8.423833,0.490734,9.867318,Industrie - Traitements thermiques et traitements de surfaces
7.8281584,2.3915238,10.704751,Techniques et procédés de soudage - brasage ( Fabrication et transformation d'éléments )
-9.499513,7.3072824,-21.574762,Légion étrangère
3.192448,-5.3351655,2.6415222,Microélectronique
13.7404785,1.606107,14.3532915,Ganterie
17.561783,2.9879756,-5.889272,Travail des cuirs et peaux ( Fabrication et transformation d'éléments )
-3.879743,6.563408,-10.868408,Animation d'un réseau ou d'un groupe
2.381682,-28.860218,0.59357417,Manutention ( Logistique )
11.298628,14.437541,-5.171672,Parfumerie
-0.9069004,17.56378,13.077431,"Aménagement d'espaces verts, de parcs et de jardins"
16.10667,0.80082643,-16.41757,Costumes et accessoires ( Spectacle et audiovisuel )
-14.320923,14.757842,7.3283734,Santé - Professionnels médico-techniques
4.2665815,-3.924518,12.407192,"Métallurgie, sidérurgie"
-0.7386731,-18.460938,-1.6369811,Forages ( Extraction )
-9.950203,15.757229,9.015894,"Assistance, conseils et soins infirmiers ( Santé - médecine - pharmacie )"
4.656473,-7.361861,9.024654,Gaz
12.292174,-22.464853,-2.1419086,Mécanique véhicule et engins ( Maintenance - entretien technique )
24.431517,7.2721334,-0.5877935,Ferronnerie ( Métiers d'art )
0.61547077,13.686135,-20.395426,Réalisation audiovisuelle ( Spectacle et audiovisuel )
25.343332,4.97074,7.6135507,Tapisserie - ameublement ( BTP - construction - aménagement )
-14.9098015,-18.86552,1.3744259,Transport de personnes ( Transport )
1.8202541,1.1414014,10.228123,Parapharmacie
-8.704598,10.5165205,22.8625,Instrumentation médicale
27.207876,4.4723535,-0.33551264,Arts et Façonnage d'ouvrages d'art - Fibres et papier
-18.98556,-4.964585,6.2032084,Mesures et collecte de données ( Analyses - mesures )
-31.38612,8.20745,-1.4446982,Secrétariat
-19.186417,-8.697528,-1.6347469,Système qualité ( Qualité )
-5.597119,19.694305,12.136387,Elevage ( Agriculture - sylviculture - pêche )
5.468213,-2.7189941,8.782283,"Energie, nucléaire, fluide"
-5.989287,18.029055,-10.302262,Cuisine - restauration
-1.1563324,-7.417718,-4.227038,Etude de marché ( Achat - vente )
-1.542716,-5.9026127,-14.980361,Stratégie et conception de systèmes d'information ( Informatique - numérique )
0.974536,-19.744732,7.2443075,Installation et Maintenance - Travaux d'accès difficile
8.791926,-7.8685646,18.726,Electromécanique
-2.2963197,1.1185846,-4.026926,Support à l'entreprise
-0.69060105,14.6995125,-12.235038,Nautisme
28.954393,7.830419,-7.856517,Facture d'orgue ( Métiers d'art )
-1.6460606,2.102958,-13.156384,Actions de communication ( Information - documentation - communication )
-8.027596,-4.6404715,3.8748767,Gestion du plan de sécurité ( Protection - surveillance - sécurité )
9.631718,-14.009433,7.521008,Chauffage et climatisation ( BTP - construction - aménagement )
14.492501,-4.4484715,11.816385,Usinage ( Fabrication et transformation d'éléments )
12.421862,-3.6790926,-9.227443,Traitement des fibres et tissus ( Fabrication et transformation d'éléments )
1.4397951,-6.528958,-14.806526,Langages et outils de programmation ( Informatique - numérique )
-2.5085785,2.4754677,-12.445216,Stratégie de communication ( Information - documentation - communication )
7.442662,-8.3,6.4552674,Eau
-19.286036,-8.333393,-0.6538656,Qualité
-14.807399,-2.9877574,-1.8738716,Gestion et contrôles comptables ( Comptabilité - contrôle de gestion - audit )
8.622757,-6.3656516,16.550549,Micromécanique
1.38492,19.0646,-17.918167,Décors de spectacle ou audiovisuels ( Spectacle et audiovisuel )
19.954515,-1.5099057,3.2506952,"Industrie - Matériaux de construction, céramique et verre"
-15.855049,9.057877,3.266714,Intervention sociale
9.24363,5.6336093,5.311513,Conditionnement ( Logistique )
-7.172358,4.7033257,-8.033681,Relations commerciales transports ( Transport )
13.106034,-3.1563714,11.573266,"Mécanique, travail des métaux"
18.468178,-2.7315817,3.952572,Matériaux de construction
-9.488477,-0.19422029,5.9521046,Ingénierie de formation ( Enseignement - formation - orientation )
-15.394258,-9.622583,-9.096392,Assurance
0.9746072,-11.084554,-13.81458,Informatique - numérique
4.6192484,-0.57547086,3.4856658,Cuisines professionnelles
10.570855,-4.247321,-9.473737,Traitement de surfaces ( Fabrication et transformation d'éléments )
6.1207447,6.289906,-3.2082286,Motoculture de plaisance
17.480124,-11.831126,-9.829718,Conduite et régulation d'équipements et machines ( Energétique - thermique )
-7.4818683,19.28733,11.909942,Diagnostic animal ( Santé animale )
-4.8502603,3.956848,-8.003493,Négociation
-9.525956,7.886222,27.060545,Chimie organique
3.2316298,17.308304,-4.4801183,Petite enfance
2.343805,13.282276,-19.623692,Régie de spectacles et audiovisuelle ( Spectacle et audiovisuel )
-9.451898,9.581985,7.095736,Diététique ( Santé - médecine - pharmacie )
-14.33909,14.684589,15.481247,Orthoptie ( Santé - médecine - pharmacie )
5.3984246,7.773347,-9.723405,Distribution de journaux et publicité
17.531088,-2.9991615,-8.199275,Opérations d'ennoblissement de produits textiles ( Fabrication et transformation d'éléments )
25.305138,2.2941644,0.1310446,Métallerie ( Métiers d'art )
-11.74248,3.3449397,-3.1375256,Gestion d'établissement scolaire ( Enseignement - formation - orientation )
29.424025,5.252548,-1.6748546,Arts plastiques
15.89612,3.610688,2.3729546,Viande
16.82182,-12.994342,-9.971325,Utilisation de machines et d'équipements industriels ( Production industrielle )
0.079893164,-6.4094753,-15.630621,"Utilisation des technologies de l'information, des outils informatiques et/ou bureautiques"
-23.096478,-15.20238,3.6375217,Pilotage aérien ( Transport )
4.8615417,8.696928,-1.5444212,Agroalimentaire et métiers de bouche
4.0281773,7.3856206,6.134001,Production agroalimentaire ( Agroalimentaire et métiers de bouche )
-15.94207,-22.687052,0.55135244,Transport de marchandises
27.218277,8.205049,-7.0677633,Fabrication d'instruments de musique ( Métiers d'art )
26.623842,3.1638093,-4.1437793,"Agencement, décoration intérieure"
2.2823524,11.969089,13.803445,Nettoyage - entretien des vitres ( Nettoyage - entretien )
-5.679023,-6.441855,7.0662675,"Application des normes , procédures, règles"
1.1523858,-0.9928376,10.643656,Industrie - Chimie et pharmacie
-0.047474172,-18.665575,1.7356687,Démolition
-16.454597,-3.8483284,0.7903563,Diagnostic - conseil suite à un audit ou un contrôle de gestion ( Comptabilité - contrôle de gestion - audit )
3.498965,10.92104,-6.660241,Commerce
-0.5153402,-14.367456,-2.1370916,Travaux de voirie et d'espaces publics ( BTP - construction - aménagement )
-10.964374,4.97547,12.652704,Services à la personne et à la collectivité - Droit
-9.115563,-22.151724,-1.3828187,Ferroviaire
28.192646,6.8325877,-0.41195107,Métiers d'art
-17.99873,18.846493,9.752294,Radiologie - imagerie ( Santé - médecine - pharmacie )
15.389245,-3.1814876,1.2985222,Fabrication de charpentes
-11.523587,-7.6665316,-1.2182496,Traitement bancaire ( Banque - assurance - finance - fiscalité )
3.944073,9.691385,-3.137921,"Meunerie, café"
6.7414494,-10.45427,-3.8081405,Dimensionnement
10.457452,9.802764,-0.16664839,"Conserves, surgelés"
-8.439656,7.1347733,-20.893692,Langues
-12.278698,5.869258,20.937368,Ressources Humaines
8.453873,-4.353592,-16.8488,Conception et réalisation 
0.98459876,-4.0244594,21.49922,Fusilier marin / Fusilier commando
-29.695755,7.771911,-1.6471775,Secrétariat commercial ( Secrétariat )
8.975202,-5.092081,-8.752794,Traiter
21.741447,-4.600475,-12.964446,Chaussure
-3.5261514,-19.028036,-4.1472383,Prospection et exploitation de gisements ( Extraction )
5.4363394,26.511541,10.039901,Pêche ( Agriculture - sylviculture - pêche )
5.7307267,-12.536882,11.638802,Fabrication et réparation de systèmes horlogers
-11.663192,-20.393885,-2.5919921,Exploitation transport routier ( Transport )
-18.197746,7.541356,4.990335,Prévention sociale ( Intervention sociale )
1.5413417,-12.296209,-26.749233,Impression - prépresse - reprographie
-18.964607,-17.812286,-3.1604795,Logistique
1.3749652,-14.772031,14.391674,Installation et Maintenance - Entretien technique
28.032347,3.0215242,-4.1450105,Ornementation - décoration ( Métiers d'art )
-11.446305,5.6669674,21.832218,Sciences humaines et sociales ( Sciences )
19.805285,-3.9543211,-12.637588,"Habillement, cuir, textile"
-12.360867,-20.395132,-3.835416,"Réseau routier, autoroutier"
-7.988455,-6.641765,-0.68787044,Personnel navigant ( Transport )
-15.575615,-5.3863425,-12.592371,Finance ( Banque - assurance - finance - fiscalité )
0.42534825,-9.977234,-12.591558,Informatique
7.42611,3.3387833,-6.9208126,Livraison - distribution ( Logistique )
-13.8521,-21.116127,0.1310634,"Transport (aérien, ferroviaire, maritime, ...)"
-8.664252,-3.4181192,-1.9368277,Gérer
-9.924397,5.1538606,11.554788,Services à la personne et à la collectivité - Accompagnement de la personne
18.10725,-4.0046263,4.3586626,Spécificités des matériaux ( Fabrication et transformation d'éléments )
-15.722209,-4.6273813,-0.049749315,Audit et contrôle de gestion ( Comptabilité - contrôle de gestion - audit )
-9.71908,5.859632,11.864039,Services à la personne et à la collectivité
-10.743773,-5.432461,-0.16932729,Gestion financière des travaux ( BTP - construction - aménagement )
3.886332,11.319313,-6.7335534,Commerce de gros
-7.079816,-3.6966755,19.140907,Police judiciaire
5.2140594,7.7975087,-11.652159,Publicité
7.124617,3.6323133,-6.8038487,Commerce/grande distribution
-8.267127,-11.216105,-14.104333,Réseau ferré
6.2728157,0.8645956,5.2757826,Mathématiques ( Sciences )
-6.257041,-2.2907321,19.015926,Police militaire
-7.7248187,12.364045,-10.305176,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation"
27.088854,4.405636,-2.837124,Arts et Façonnage d'ouvrages d'art - Décoration
-5.9194217,-6.0757475,6.728414,Normes et réglementation de la sécurité ( Protection - surveillance - sécurité )
7.0320926,17.72497,-21.083023,Montage audiovisuel ( Spectacle et audiovisuel )
2.75288,-16.79277,-0.36284748,"Construction, Bâtiment et Travaux publics - Montage de structures"
5.993363,18.213905,-21.879816,Tournage audiovisuel ( Spectacle et audiovisuel )
-15.738207,-17.783852,-1.1088065,Transport d'électricité
-14.670326,15.05809,8.102814,Santé - Praticiens médico-techniques
14.186161,-2.8392966,-18.918608,Vêtements de protection
16.322943,4.8081303,0.8545837,Abattage à l'explosif ( Extraction )
2.0766544,15.565035,-18.12411,Spectacle - Animation de spectacles
-0.07804521,-15.054182,3.4533153,Bâtiment second oeuvre
-8.877386,-19.181883,-3.1119657,Exploitation - administration SI ( Informatique - numérique )
5.4822364,5.832681,-21.260147,Presse
1.8460009,-16.585962,14.666749,Installation et Maintenance
-3.2140515,27.736092,-0.9375961,Surveillance des cultures ( Agriculture - sylviculture - pêche )
5.276991,9.174376,6.4980164,Caractéristiques et types de produits alimentaires ( Agroalimentaire et métiers de bouche )
-0.54346156,-12.924328,15.753702,Entretien - maintenance navale ( Maintenance - entretien technique )
22.506042,-3.0576854,3.5803664,"Verre de silice (verre de manipulation pour laboratoire, ...)"
1.9230329,-6.204856,-6.726698,Recherche - développement
-6.463169,-10.747022,-14.2894335,Réseau et télécom
-3.1856217,-4.864465,20.189844,Défense nationale
0.76055455,-9.99378,-11.846093,Développement informatique ( Informatique - numérique )
-9.318442,4.3295116,-8.113678,Relation client et posture de service
-19.92603,11.709003,7.609596,Médecine de prévention ( Santé - médecine - pharmacie )
-10.882495,14.487507,-8.892185,Balnéothérapie
-17.171087,5.64548,3.033543,Diagnostic social ( Intervention sociale )
0.95529014,-19.757402,7.1059113,Travaux d'accès difficile ( Maintenance - entretien technique )
15.736817,-1.6473416,-18.048405,"Conception de modèles, de gammes ou de styles de produits de la mode ( Mode et stylisme )"
4.997548,7.1459956,-3.898929,"Commerce, Vente et Grande distribution - Commerce non alimentaire et de prestations de confort"
-3.0062983,7.439504,-9.089371,Animation de formation et coaching ( Enseignement - formation - orientation )
15.670763,-24.911455,-2.4823506,Carrosserie
-9.333552,3.9743595,11.860559,Services à la personne et à la collectivité - Contrôle public
-15.688337,16.666159,-5.1467977,Enseignement privé sous contrat
-19.50918,-18.016712,-3.1644127,Organisation logistique ( Logistique )
6.4167056,4.8390193,6.798336,Préparer
-9.357865,3.7517307,23.136723,Sciences de la vie et de la terre ( Sciences )
-5.1115804,16.73354,9.500535,Maréchalerie
-18.208307,7.894473,-4.878538,Actualisation de ses connaissances et de ses compétences
8.995255,-10.676204,20.558123,Electricité
25.236843,6.861426,-1.8581474,Arts et Façonnage d'ouvrages d'art - Taxidermie
3.3297315,-2.8001451,1.5021459,Corderie
4.8736033,7.7432337,-13.614177,"Communication, Média et Multimédia - Publicité"
-6.2325683,-9.484916,11.332157,Equipement sanitaire
-11.145266,-1.1778094,13.81808,Secours et assistance à personnes
-9.555896,18.376598,4.6290627,Hydrothérapie - balneothérapie ( Soins esthétiques et corporels )
6.2868505,25.425562,8.0014515,Pêche au large
-13.8521,-21.116127,0.1310634,Transport
-15.084126,15.38632,13.563731,Techniques et appareillages médicaux ( Santé - médecine - pharmacie )
26.345875,0.095730565,1.9690222,Verrerie d'art
16.607096,-1.6345676,8.683725,Fabrication de panneaux bois et dérivés
5.585825,-6.301487,9.730893,"Production et distribution d'électricité, de gaz et d'eau"
24.34701,-2.123537,-4.8541303,Façonnage de produits imprimés ( Impression - prépresse - reprographie )
-9.176188,9.057772,13.623296,Service funéraire
22.036003,12.478407,4.3698955,Bijouterie - joaillerie ( Métiers d'art )
1.5070391,-19.812763,-0.014247635,"Construction, Bâtiment et Travaux publics - Engins de chantier"
4.831071,1.4542966,4.6343427,Industrie - Méthodes et gestion industrielles
-2.9656909,-5.3210707,20.640154,Marine Nationale
10.478111,9.806896,-0.17546304,Surgelés
-11.828327,-4.9199896,5.8461413,Commande
6.5888357,7.7764177,-6.968681,Discount
4.3809075,3.8357575,-23.896479,Imprimerie d'édition
-19.933296,-8.640968,-0.16438067,Démarche qualité ( Qualité )
5.7518477,19.248829,-13.840702,Soins esthétiques - spectacle ( Spectacle et audiovisuel )
-3.7177174,-11.865402,3.2149854,Mise en œuvre et suivi des travaux ( BTP - construction - aménagement )
16.065126,3.9633598,1.8324009,Abattage et découpe de viande ( Agroalimentaire et métiers de bouche )
-1.4508114,16.61407,11.703685,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux - Espaces naturels et espaces verts"
-3.4073734,17.385723,10.224575,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux - Soins aux animaux"
-0.81283504,-1.1765903,12.528296,Papeterie
-0.018315515,-16.09272,1.478373,"Construction, Bâtiment et Travaux publics - Travaux et gros oeuvre"
-1.8792051,2.259645,-4.303851,Support à l'entreprise - Achats
5.324265,4.826689,-23.3632,Imprimerie de labeur
-8.634512,12.43536,-13.70765,Tourisme rural
-14.912469,-18.862389,1.3777995,Transport de personnes
-22.445257,5.1977105,6.772705,Gestion des risques environnementaux ( Environnement )
-5.0683036,-2.936297,-7.1335025,Organisation d'une action ou pilotage d'un projet
-4.7566357,-4.923051,9.567318,Hygiène - sécurité - environnement ( Environnement )
9.586336,6.771215,-4.8966312,"Quincaillerie, droguerie"
-12.0435295,-9.400464,-10.447276,"Banque, Assurance, Immobilier - Banque"
-17.043943,-1.5920753,-3.9658082,Actes comptables ( Comptabilité - contrôle de gestion - audit )
-9.85972,13.828524,-14.130751,Tourisme
6.4439054,-1.5392196,9.099708,Energétique - thermique
-16.62066,12.384624,7.7233677,Santé
-17.579367,-1.3466035,-4.6900287,Conseils et actes juridiques ( Droit - juridique - notariat )
-0.97397304,17.494587,9.218617,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux - Engins agricoles et forestiers"
5.4533677,7.673934,-5.992852,"Commerce, Vente et Grande distribution - Direction de magasin de détail"
-4.78443,11.662808,-10.941855,Organisation et animation d'activités culturelles ou de loisirs ( Tourisme et loisirs )
-14.502423,-25.936342,-3.4095182,"Maritime, fluvial"
28.283417,-0.091377296,-10.981574,Sellerie
-12.328719,-9.132115,-9.283712,"Banque, Assurance, Immobilier"
-7.3269315,0.014145236,-0.81976396,Recrutement ( Ressources Humaines )
0.88837034,-0.30361146,0.33350006,Interprétation - rôle ( Spectacle et audiovisuel )
25.189964,3.702672,3.480232,Vannerie ( Métiers d'art )
9.810603,-21.684498,-15.191964,Dessin - peinture - sculpture ( Métiers d'art )
